image_id,source,prompt,evaluation_seed
000000006608,coco-30k,A room with two desk covered in computer equipment.,38680
000000026730,coco-30k,A dog sitting in the sidecar of a motorcycle.,35523
000000250335,coco-30k,Businessman with a striped shirt and orange tie.,56544
000000039726,coco-30k,A danish dessert with frosting that is partially eaten,56206
000000456931,coco-30k,Many yellow and green lemons are stacked in baskets. ,96193
000000397117,coco-30k,a yellow and white concrete truck next to a bus,7714
000000334178,coco-30k,The pipe smoker enjoys his nightly  smoky ritual.,65034
000000008771,coco-30k,A male skier has fallen in the snow.,55507
000000456730,coco-30k,"This is a view inside the cabin of the high speed train, showing relection of the light.",74287
000000220690,coco-30k,A city street filled with lots of traffic and pedestrians.,13275
000000089293,coco-30k,Person on skis on a snow covered path.,1238
000000133836,coco-30k,a child on a platform near a train,94072
000000172478,coco-30k,A red double decker bus driving down a street.,96080
000000556183,coco-30k,Alfredo pasta with broccoli and mushrooms hot meal.,39992
000000309940,coco-30k,A black-and-white photo of a baseball player in the outfield.,94219
000000477705,coco-30k,An empty street with two street lights placed next to each other.,75444
000000475398,coco-30k,A woman standing next to a table holding a sheet cake.,95645
000000040705,coco-30k,A man staring ahead at the camera with a neutral expression.,57554
000000230964,coco-30k,A person riding a skateboard up the side of a wall.,10921
000000435785,coco-30k,Several cows laying down in a hilly area near a body of water,57029
000000047367,coco-30k,A dog standing next to a fire hydrant on a sidewalk.,879
000000358883,coco-30k,A bath tub sitting next to a large window.,93204
000000555337,coco-30k,A black bull beginning to mount a brown cow. ,4486
000000552849,coco-30k,An open market displaying fruit and many other varieties of food,21710
000000016546,coco-30k,A cross country skier passes an individual on a trail,40815
000000567898,coco-30k,Three round plates filled with artistically presented food.,44302
000000482574,coco-30k,Man displaying local fruit and bananas for sale,92248
000000054007,coco-30k,A young boy holding a baseball bat and a  stick.,67773
000000385997,coco-30k,A living room filled with furniture and a large window.,50143
000000461007,coco-30k,A wooden bench sitting up against a lush green park.,33009
000000546264,coco-30k,An orange cat laying on the seat of a motorcycle,44353
000000519880,coco-30k,A man on a skateboard doing a trick. ,93346
000000542605,coco-30k,A guy on a motorcycle riding down a street lined with motorcycles. ,77580
000000411841,coco-30k,A large jetliner sitting in front of a tall building.,10091
000000335814,coco-30k,A man is at an airport with luggage. ,15612
000000132706,coco-30k,Steam rising from a hot plate of vegetables.,94067
000000506401,coco-30k,A city scene is shown with stop lights is shown.,13875
000000308316,coco-30k,Airplane flying in the air over various fields and farms.,76164
000000307421,coco-30k,A brown and white cow in grassy area next to fence.,18251
000000467696,coco-30k,A man riding on a boat filled with luggage.,25369
000000530766,coco-30k,People are watching men in colonial costume come down the river in a boat.,48981
000000510587,coco-30k,A man riding a skateboard flipping it into the air.,92605
000000553790,coco-30k,Birds perched on iron poles in front of a tall building.,41982
000000386585,coco-30k,A very large get liner flying in the sky.,65535
000000311877,coco-30k,A one way sign pointing to the left; the sky is blue in the background. ,43262
000000397133,coco-30k,A man is in a kitchen making pizzas.,48528
000000223198,coco-30k,A young man modeling clothes during a photo session.,80342
000000196295,coco-30k,A herd of elephants walks through a clearing. ,40922
000000314016,coco-30k,A shelf in a bathroom holding liquor and a book.,79369
000000000999,coco-30k,A young man kneeling on top of a base.,40270
000000147629,coco-30k,a cat licking its lips while holding onto a toy in the shape of an elephant,66936
000000479213,coco-30k,A couple of women holding up a cake together.,96855
000000416331,coco-30k,Train wreck fallen down into a body of water.,12022
000000537376,coco-30k,A man and a woman in formal clothes look at each other.,6608
000000222833,coco-30k,A little boy is on a state board on the cement.,25213
000000192496,coco-30k,This train car features a variety of colors and carries passengers.,83856
000000241889,coco-30k,A person doing a skiing trick in the air.,39699
000000066632,coco-30k,A plate with cabbage and carrots with a shadow of a V on it.,4978
000000110783,coco-30k,a small little bathroom with a toilet in it,45314
000000503707,coco-30k,A group of men riding motorcycle down a country road.,33850
000000241728,coco-30k,a couple of people are in line at a vendor,40876
000000324857,coco-30k,A cat is laying in an empty suitcase with a fluffy tail hanging over.,17846
000000053082,coco-30k,A hand holding a piece of cinnamon roll,3728
000000388721,coco-30k,A zebra lays in front of another zebra,63854
000000455772,coco-30k,A person in a field jumping to catch a Frisbee. ,13382
000000335539,coco-30k,A table and some chairs in a room.,19059
000000038685,coco-30k,The oriental signs are pointing in all directions.,5419
000000350230,coco-30k,a tiled kitchen with some appliances inside of it ,38009
000000203110,coco-30k,Orange streetcar stopped at a pick up point along a line.,71100
000000495357,coco-30k,A dog sitting on top of a motorcycle in an intersection.,39210
000000242855,coco-30k,"Plate of food, including hot dog, ribs, beans, and corn.",67946
000000315072,coco-30k,cars riding down a lit street with a bright light post ,22718
000000322145,coco-30k,The man walks through a snow trail wearing skis.,39935
000000257896,coco-30k,a close up of a person wearing a suit and tie,92591
000000139004,coco-30k,A kitchen with canisters on the neat counter ,90008
000000161465,coco-30k,A man holding a surf board standing on the shore of the beach ,38041
000000053748,coco-30k,A tall giraffe studding next to a  parked truck.,30715
000000057879,coco-30k,A narrow city street has a leaning one way sign.,98264
000000369826,coco-30k,A picture advertising Arizona tourism in an airport,45863
000000115765,coco-30k,A group of young women standing under trees in a park.,43256
000000443351,coco-30k,One white motorcycle and one green motorcycle parked on the road,85041
000000372706,coco-30k,There are some cars and trucks parked at a bus depot,40282
000000245162,coco-30k,A road with cars and buses near a building.,25850
000000327383,coco-30k,An old van has been given a mirrored finish,75852
000000416523,coco-30k,A person standing over a bike next to a store.,54234
000000449132,coco-30k,A black and white spotted horse in a pasture.,30164
000000489257,coco-30k,A cat looks at the camera while lying in the window,48840
000000031519,coco-30k,A group of rescue workers helping an overturned car,46136
000000023023,coco-30k,Three pieces of luggage sitting on a floor in front of a curtain.,38405
000000337561,coco-30k,A odd looking bike sitting under a purple tent next to a fountain.,23113
000000420579,coco-30k,A person standing next to skis in the snow.,48703
000000223930,coco-30k,A motorcycle parked next to a few bicycles.,44855
000000121788,coco-30k,A person on skis in the snow pulling on a cord.,51684
000000126123,coco-30k,A man standing next to a bear on a Chain leash.,14410
000000498547,coco-30k,The kitchen has many grill with pots hanging all around.,740
000000046775,coco-30k,Two long metal tables sitting inside of a kitchen.,63107
000000010014,coco-30k,A city bus parked next to a crowd of people.,58144
000000540207,coco-30k,The cross country skier is working very hard.,81976
000000309484,coco-30k,A dog having his teeth brushed with a novelty electric toothbrush.,53654
000000309033,coco-30k,A large kitchen with a stove and a sink.,41448
000000389256,coco-30k,A woman cutting a cake while wearing a crown.,68489
000000286458,coco-30k,Two images of open suitecases full of toiletries. ,53012
000000129592,coco-30k,A red fire hydrant sitting in the middle of the grass.,8971
000000252783,coco-30k,A person holding half of a sandwich at a table.,38359
000000266082,coco-30k,A red fire hydrant in front of a skyscraper,98868
000000073429,coco-30k,A couple of men standing next to each other near surfboards.,82123
000000460567,coco-30k,"Antelopes, zebras, and giraffes are gathered around the watering hole. ",36926
000000040102,coco-30k,Two giraffe standing next to each other on a grassy field.,66778
000000555763,coco-30k,A man on motorbike rides in front of a large parade of traffic.,77674
000000504091,coco-30k,A man holding up a tennis ball with a racquet in the other hand.,72090
000000087409,coco-30k,Three beautiful women riding a paddle board on a large body of water.,35122
000000359659,coco-30k,A white toilet sitting in a bathroom on a wooden floor.,3112
000000134844,coco-30k,a train is next to a city by the mountains,92965
000000153103,coco-30k,Meat sitting on a plate with green vegetables on the side.,93598
000000282658,coco-30k,Two people going through belongings from the truck of a car.,67753
000000111907,coco-30k,A skateboarder jumping over a cone at a skate park.,61354
000000382542,coco-30k,"A bathroom with a sink, toilet and safety rails.",47187
000000119120,coco-30k,A man throws a frisbee to his wild dog,65581
000000234965,coco-30k,School buses parked along the curb of a city street.,24906
000000246649,coco-30k,A shirtless man playing tennis on a blue court.,75147
000000059815,coco-30k,A group of people dressed in an elephant costume.,2581
000000515158,coco-30k,A man wearing a red wig eating a banana.,87770
000000062347,coco-30k,a man standing on a red boat out on a large body of water.,26760
000000169143,coco-30k,A man throws a baseball on a baseball diamond.,24829
000000437738,coco-30k,The signs are clearly visible for all of us to see.,15830
000000242523,coco-30k,"A post with several street signs on it, including the name.",48787
000000083906,coco-30k,A bunch of red and white umbrella hanging from ceiling.,7113
000000034020,coco-30k,Person down hill skiing in well groomed snow,99333
